17916,-2.26,0.0,0.8,35.42,568,569
11025,-2.64,0.0,0.82,33.21,781,783
4827,-3.82,0.0,0.82,36.26,1122,1125
3172,-4.92,0.0,0.87,33.11,1175,1178
9343,-2.82,0.0,0.88,33.75,1245,1249
3470,-4.65,0.0,0.95,33.06,1280,1284
2894,-5.15,0.0,0.73,34.79,1434,1438
2923,-5.12,0.0,0.75,35.94,1460,1465
3018,-5.03,0.0,0.82,35.54,1563,1569
18259,-2.28,0.0,0.82,33.44,1673,1680
9263,-2.83,0.0,0.83,35.65,1816,1825
11255,-2.66,0.0,0.87,32.78,1834,1843
892,-12.98,0.0,0.91,23.77,1846,1856
3940,-4.28,0.0,0.89,31.84,1896,1907
1515,-8.24,0.0,0.7,35.12,1897,1908
2113,-6.47,0.0,0.86,35.65,1912,1924
2549,-5.66,0.0,0.83,35.39,1912,1925
3598,-4.5,0.0,0.84,35.53,1916,1930
17550,-2.31,0.0,0.88,32.94,1965,1980
10979,-2.68,0.0,0.89,31.93,1970,1985
10318,-2.73,0.0,0.85,32.82,2100,2116
5155,-3.74,0.0,0.93,35.76,2117,2134
1835,-7.15,0.0,0.82,31.43,2127,2146
15778,-2.42,0.0,0.9,34.36,2182,2202
14411,-2.42,0.0,0.83,34.71,2233,2254
10375,-2.7,0.0,0.85,33.9,2234,2256
5015,-3.73,0.0,0.87,35.12,2234,2256
4861,-3.82,0.0,0.91,34.13,2262,2284
5227,-3.66,0.0,0.89,34.24,2264,2287
11956,-2.59,0.0,0.9,34.15,2278,2301
7701,-3.08,0.0,0.91,37.37,2285,2309
9813,-2.79,0.0,0.94,33.66,2310,2334
1616,-7.95,0.0,0.94,32.34,2320,2344
4277,-4.12,0.0,0.9,31.65,2331,2356
7854,-3.07,0.0,0.91,32.94,2337,2363
19380,-2.29,0.0,0.9,34.05,2382,2408
2748,-5.43,0.0,0.95,28.86,2382,2409
3156,-4.96,0.0,0.93,34.65,2383,2411
753,-14.99,0.0,0.89,36.82,2383,2412
9432,-2.84,0.0,0.93,35.3,2411,2440
6682,-3.29,0.0,0.92,33.11,2416,2446
3025,-5.05,0.0,0.91,28.93,2416,2446
1340,-9.14,0.0,0.77,33.23,2420,2450
34462,-2.11,0.0,0.92,33.7,2585,2616
353,-29.85,0.0,0.64,39.6,2586,2617
8673,-2.9,0.0,0.88,33.13,2588,2620
4530,-4.0,0.0,0.92,30.87,2593,2625
1483,-8.49,0.0,0.89,26.02,2594,2627
7818,-3.05,0.0,0.92,34.73,2599,2632
3209,-4.89,0.0,0.88,32.75,2616,2649
3759,-4.41,0.0,0.91,33.23,2617,2651
572,-19.14,0.0,0.82,35.68,2617,2652
1666,-7.77,0.0,0.94,31.37,2617,2652
4643,-3.92,0.0,0.93,33.53,2617,2652
4276,-4.09,0.0,0.9,38.21,2617,2652
4773,-3.86,0.0,0.86,36.9,2669,2705
20225,-2.3,0.0,0.93,33.11,2701,2738
7872,-3.08,0.0,0.94,34.79,2707,2744
2068,-6.58,0.0,0.87,42.04,2715,2753
21773,-2.26,0.0,0.92,33.42,2747,2786
697,-16.11,0.0,0.98,25.1,2747,2787
15273,-2.42,0.0,0.93,33.95,2758,2799
2238,-6.21,0.0,0.9,28.82,2758,2799
3878,-4.34,0.0,0.93,38.59,2759,2801
3775,-4.44,0.0,0.96,30.74,2761,2804
3526,-4.59,0.0,0.85,33.64,2761,2805
1057,-11.21,0.0,0.94,27.82,2761,2806
11142,-2.7,0.0,0.94,36.06,2771,2816
4936,-3.81,0.0,0.95,35.07,2771,2816
9646,-2.81,0.0,0.92,35.64,2772,2817
1215,-9.98,0.0,0.94,24.2,2772,2817
9664,-2.82,0.0,0.93,33.71,2779,2825
761,-14.84,0.0,0.83,34.95,2779,2825
6533,-3.32,0.0,0.95,32.05,2779,2826
6270,-3.4,0.0,0.92,34.21,2785,2833
9563,-2.81,0.0,0.92,33.89,2785,2833
2648,-5.52,0.0,0.9,37.58,2789,2837
8170,-2.98,0.0,0.89,33.22,2791,2839
3051,-5.07,0.0,0.93,39.23,2791,2839
2445,-5.86,0.0,0.9,29.69,2791,2840
13309,-2.53,0.0,0.93,33.83,2792,2841
2613,-5.64,0.0,0.97,31.9,2798,2848
6475,-3.3,0.0,0.91,36.2,2799,2849
2084,-6.59,0.0,0.95,34.79,2799,2849
1816,-7.3,0.0,0.93,27.86,2799,2849
7520,-3.14,0.0,0.95,33.21,2799,2850
7332,-3.15,0.0,0.94,32.98,2803,2855
2655,-5.54,0.0,0.92,36.82,2811,2863
11274,-2.69,0.0,0.92,31.26,2818,2870
31653,-2.08,0.0,0.92,34.41,2830,2883
18055,-2.35,0.0,0.92,34.17,2840,2893
8833,-2.93,0.0,0.94,34.47,2844,2898
34037,-2.07,0.0,0.89,33.87,3000,3054
5348,-3.64,0.0,0.91,31.07,3001,3056
1070,-11.1,0.0,0.9,29.46,3001,3057
2102,-6.51,0.0,0.9,37.58,3006,3062
8662,-2.93,0.0,0.94,35.93,3014,3070
2515,-5.72,0.0,0.89,36.39,3014,3070
2056,-6.62,0.0,0.91,28.89,3014,3070
4683,-3.91,0.0,0.94,32.13,3019,3076
9566,-2.85,0.0,0.95,32.55,3025,3082
6695,-3.27,0.0,0.9,37.57,3025,3082
16659,-2.37,0.0,0.9,34.03,3030,3088
12021,-2.61,0.0,0.92,32.93,3031,3090
10577,-2.75,0.0,0.92,31.95,3032,3091
36961,-2.06,0.0,0.91,33.32,3297,3356
4383,-4.06,0.0,0.95,32.75,3297,3356
11488,-2.67,0.0,0.92,31.28,3297,3357
